transaction_id,timestamp,amount,device_novelty,transaction_velocity,location_deviation,merchant_history_score,customer_tenure_days,payment_method,ip_reputation_score,category_tag,ground_truth_label
ad75af33-cbd3-41f2-ac7a-7d68146f14f9,2026-08-19T17:32:59.815266Z,1213.07,0.9074,3,0.7475,0.2113,143,card,0.6228,suspicious,fraud
3063bc5e-b17d-224c-8ed7-cacd6bf0e3ee,2026-08-01T03:33:47.505884Z,1000.0,0.9115,10,0.879,0.8648,87,UPI,0.073,fraud,fraud
632a05eb-4638-8106-503a-da3ec041fa55,2026-08-07T22:19:11.721777Z,9217.87,0.0084,4,0.2459,0.1884,547,UPI,0.8266,borderline,legitimate
2efb43d1-c45a-f09f-9357-81570a4efb55,2026-08-02T23:59:31.974327Z,446.74,0.0985,0,0.1725,0.0013,991,card,0.9807,normal,legitimate
344cd464-2fa5-beaa-4434-b7a66869c293,2026-08-09T06:12:26.389374Z,3968.98,0.0094,0,0.0612,0.075,528,UPI,0.8525,normal,legitimate
8d84c85a-7761-084c-9d7e-8849f18752da,2026-08-04T18:13:26.245585Z,259.01,0.0045,1,0.1524,0.0073,544,UPI,0.9159,normal,legitimate
4fd17994-b95a-b639-3674-bd8ff319f4b3,2026-08-13T23:22:55.186032Z,250.74,0.089,0,0.1263,0.0196,882,wallet,0.9661,normal,legitimate
870bb1cd-d644-e24a-cde3-e1ed7712ff26,2026-08-20T20:04:22.358471Z,81.39,0.2358,0,0.1385,0.026,138,card,0.9936,normal,legitimate
3bdc0b8d-8775-9992-2b93-c9f52a5f1b6f,2026-08-19T17:39:26.609683Z,174.66,0.2195,1,0.8666,0.0431,165,UPI,0.8625,borderline,legitimate
554f4cf8-3a1b-44d4-1a1b-95d7b052af91,2026-07-30T05:44:57.250102Z,248.25,0.1295,0,0.103,0.0006,943,UPI,0.9097,normal,legitimate
43d9da4b-9180-2eb7-bdb7-cd3b24d1cf96,2026-08-04T18:38:53.826951Z,640.03,0.0256,0,0.1609,0.0769,1131,UPI,0.9474,normal,legitimate
9ef81245-bbec-de05-3b70-36d392ab7552,2026-08-14T01:25:24.135122Z,136.92,0.0966,0,0.1978,0.0099,610,UPI,0.9526,normal,legitimate
e84420a1-30cd-8037-0d96-1cb28ef4634b,2026-07-29T20:05:19.179218Z,502.31,0.1043,1,0.2068,0.0436,300,netbanking,0.9189,normal,legitimate
046613fe-d3d7-b7bc-67ef-4fedf7f4c2c4,2026-08-11T04:35:39.425001Z,1362.49,0.1263,0,0.0319,0.0099,1174,netbanking,0.9677,normal,legitimate
e4e41fa8-04d1-4f02-fea7-3f53c035a296,2026-08-08T06:31:46.605634Z,1016.81,0.2379,0,0.122,0.0226,450,card,0.8796,normal,legitimate
9b285a03-713f-7236-d495-dda9306ce283,2026-08-02T06:49:58.018847Z,516.3,0.1045,0,0.021,0.0048,841,netbanking,0.9762,normal,legitimate
a723b3af-f728-fa00-9b00-d4112ee481ae,2026-08-16T10:57:42.516885Z,1675.02,0.004,0,0.1559,0.08,796,card,0.9162,normal,legitimate
e507bf59-e09a-ec34-dde2-4505a9919865,2026-08-20T03:31:58.532386Z,721.58,0.0388,0,0.0116,0.356,562,UPI,0.9414,merchant_anomaly,legitimate
d4520d2a-a43c-b82f-04f8-87d0524b563c,2026-08-01T08:11:09.404221Z,1039.37,0.2244,0,0.201,0.0244,457,netbanking,0.9857,normal,legitimate
611d32dc-1b18-6b67-b95b-0ab92a48e48a,2026-08-15T06:22:16.253803Z,807.95,0.1213,1,0.1457,0.0317,1195,UPI,0.9348,normal,legitimate
13b49846-a807-7f77-2d02-89e0f973d208,2026-08-19T20:38:08.952476Z,172.25,0.2287,0,0.1209,0.0175,588,UPI,0.9282,normal,legitimate
a2f2a3c7-ef03-e220-4515-631bd2298948,2026-08-05T20:05:16.867011Z,227.58,0.0339,0,0.2045,0.0444,253,UPI,0.8987,normal,legitimate
4365e6e0-61ee-87a6-7cbd-7567658ce3c3,2026-08-09T12:38:51.137579Z,206.68,0.0421,1,0.1652,0.0013,917,netbanking,0.9382,normal,legitimate
26875f28-6aa7-efc2-c7f0-8a45a14208eb,2026-07-25T12:09:43.915905Z,1773.18,0.8828,5,0.7912,0.8208,76,card,0.1503,fraud,fraud
6efde3a2-1825-8ce0-7fdc-d8c2e48c0d6f,2026-08-13T17:18:53.978994Z,443.4,0.2012,0,0.1354,0.0223,67,UPI,0.9973,normal,legitimate
81ad4b7f-825d-57b6-705c-064d6406e925,2026-07-26T02:18:00.277177Z,388.49,0.0715,0,0.0705,0.0609,198,wallet,0.9149,normal,legitimate
c7921783-b247-30a5-89be-acd4ca4a130e,2026-07-25T21:17:50.091047Z,500.0,0.8399,3,0.8664,0.1397,70,UPI,0.7104,suspicious,fraud
df20befc-eeb4-3bfc-b0b8-81260af77160,2026-07-30T05:09:36.475554Z,188.34,0.1467,0,0.2201,0.0002,468,UPI,0.9382,normal,legitimate
33a27950-fcd3-3290-5fb0-318283570db2,2026-07-25T14:57:51.649354Z,215.77,0.1688,0,0.0288,0.0301,881,UPI,0.9683,normal,legitimate
24f0c0db-0baf-143d-708d-d26db64e0aae,2026-07-29T02:20:24.126447Z,111.74,0.2411,1,0.1301,0.0254,1020,UPI,0.9179,normal,legitimate
7dc4ade7-08b8-b214-0d1e-c32d822c5232,2026-08-03T03:56:51.359408Z,5755.76,0.8653,5,0.8251,0.6373,75,UPI,0.0907,fraud,fraud
85071608-0848-4398-059b-abef48ccd99d,2026-08-07T04:52:21.849830Z,281.0,0.116,0,0.2048,0.0287,692,wallet,0.8771,normal,legitimate
956a0e1a-1469-af39-c5c6-21274506885d,2026-07-31T14:47:11.155230Z,68.08,0.0621,1,0.063,0.0424,760,UPI,0.9317,normal,legitimate
6efad8d8-32d1-f2ac-c851-0a069fc8058c,2026-08-22T15:00:53.980720Z,86.63,0.239,0,0.1439,0.0435,1022,card,0.8639,normal,legitimate
5f4719b0-e3b1-56c5-f1c4-5d11431d82f2,2026-08-05T22:03:43.891184Z,1460.98,0.2344,1,0.1191,0.0136,178,UPI,0.9855,normal,legitimate
ef6e2ffb-4a19-b7fe-4c69-0bcb31b8f886,2026-08-23T09:08:36.999976Z,928.15,0.0602,0,0.1294,0.0797,1186,UPI,0.8976,normal,legitimate
0dfe88df-42ca-3df4-b3ce-d6826cdb2e9a,2026-08-06T06:25:06.600587Z,12721.32,0.9081,5,0.9949,0.8221,3,card,0.2612,fraud,fraud
d9986a7e-9c87-8b90-a0f3-3c633baf1fee,2026-08-21T13:54:27.587472Z,109.39,0.073,0,0.1202,0.0305,405,UPI,0.8618,normal,legitimate
a77bb618-d0a9-6843-1dc1-ec3d08c1ce0b,2026-08-17T04:55:07.173342Z,217.47,0.058,0,0.1331,0.012,171,card,0.9287,normal,legitimate
f9480ce8-6ac3-de8f-b895-a523143e8e58,2026-08-14T20:18:40.578354Z,191.57,0.0323,1,0.0581,0.0001,961,card,0.9473,normal,legitimate
eb14ac5e-68d3-bc00-7b23-670dc695e4db,2026-08-21T19:36:25.146087Z,764.7,0.1008,0,0.2053,0.0191,1189,card,0.9412,normal,legitimate
7a5fbc35-b783-becc-d2e2-e6e53d6d7159,2026-08-02T11:04:15.820300Z,2244.75,0.2187,0,0.1626,0.0741,100,UPI,0.9044,normal,legitimate
6f0ed998-9823-11ed-3b7d-8457f3e5d280,2026-08-23T11:49:50.047109Z,500.0,0.7434,6,0.7337,0.3236,22,UPI,0.461,suspicious,fraud
33e65f12-9362-18a3-9f00-c0ae712fba86,2026-08-21T03:14:46.429075Z,474.43,0.0959,0,0.2116,0.0294,728,UPI,0.8901,normal,legitimate
dfa486f6-e133-12d7-3eef-84579b056464,2026-08-05T20:57:47.370351Z,2175.94,0.1744,0,0.063,0.0126,1058,UPI,0.8569,normal,legitimate
4d06728f-d7bc-bc08-c71d-692ed98bc125,2026-08-23T04:13:26.113218Z,1575.71,0.0002,4,0.3233,0.0887,1354,card,0.8115,legitimate_but_unusual,legitimate
3b0aa399-74f7-a74f-4305-51925c0c5f00,2026-08-04T04:47:42.950796Z,729.0,0.0245,0,0.1568,0.3776,166,UPI,0.8061,merchant_anomaly,legitimate
e7386a9b-143a-b7f2-325f-9da125a6fb71,2026-08-17T16:44:22.276133Z,126.91,0.2334,2,0.0908,0.1119,1059,UPI,0.9291,normal,legitimate
706e3106-5da7-f795-fd18-ead4757e2396,2026-08-14T10:08:29.365453Z,321.23,0.1026,1,0.2191,0.0117,212,netbanking,0.9926,normal,legitimate
cb4d9fee-eb9b-2a1a-6391-ac90ef3b33eb,2026-08-01T20:39:51.623834Z,459.14,0.1213,0,0.0316,0.0006,1062,UPI,0.9798,normal,legitimate
461da722-264d-ee12-af4d-94245a51cae2,2026-08-15T01:53:58.440766Z,1629.59,0.9228,5,0.9375,0.3408,188,UPI,0.7022,suspicious,fraud
6d27dda4-a1d8-cd86-7bcd-a268e0effdcc,2026-08-02T16:21:57.029081Z,386.64,0.1784,0,0.1258,0.0331,1142,UPI,0.8902,normal,legitimate
a39d2dbc-d882-fe6a-14ed-b0cdfc5bb3f7,2026-07-28T21:09:45.540957Z,82.69,0.2414,0,0.1007,0.041,782,card,0.8947,normal,legitimate
24001e29-927e-b6b7-b25f-e1f9e36e8940,2026-07-30T12:16:12.421508Z,500.0,0.9287,4,0.8777,0.2099,91,card,0.3993,suspicious,fraud
82f5e5fb-fa15-dc4f-001d-ca6839321c52,2026-08-06T09:00:24.540830Z,192.66,0.1932,0,0.0634,0.074,979,card,0.9536,normal,legitimate
6eb966af-5619-02a9-5a99-4ab422b75545,2026-08-10T19:05:45.076676Z,6471.47,0.8997,7,0.9499,0.0768,147,UPI,0.5089,suspicious,legitimate
587d8db2-b466-1aee-a9b4-1dae63f1171b,2026-08-05T15:21:31.622117Z,462.32,0.1404,0,0.0822,0.0052,336,UPI,0.9952,normal,legitimate
ecf7e745-c58a-9ab2-50cf-a084fa5ffbed,2026-08-14T11:13:56.728198Z,3651.7,0.1177,1,0.2281,0.032,799,card,0.9372,normal,legitimate
0730b9f9-174f-33bb-ca02-b10ea697d6ac,2026-07-30T04:10:58.678572Z,4782.47,0.7878,5,0.7976,0.1383,18,UPI,0.6019,suspicious,fraud
714f0e45-4de9-97fc-813e-9d0ec8037b1f,2026-08-08T15:44:51.528335Z,71.42,0.094,0,0.0362,0.0357,959,wallet,0.8502,normal,legitimate
cfcae404-7184-39c3-df69-127a15d0e3ed,2026-08-20T06:27:14.054225Z,227.47,0.2274,0,0.1604,0.0829,1191,wallet,0.8512,normal,legitimate
5b342660-617d-3094-4133-0f181fd73f70,2026-07-27T10:20:27.292242Z,520.72,0.1424,0,0.1685,0.0947,877,UPI,0.9471,normal,legitimate
0fb65800-cf82-6e91-2aba-bf4c74d9baa9,2026-08-22T14:47:17.717979Z,1341.94,0.1693,0,0.2479,0.0024,527,card,0.9207,normal,legitimate
66d6f027-7918-2272-d241-ef27d6f49719,2026-07-24T14:28:13.588853Z,462.62,0.0313,1,0.1458,0.0628,964,UPI,0.9348,normal,legitimate
55ff0bc3-3453-353f-7a15-6ad55629abd6,2026-08-19T10:25:02.822617Z,916.84,0.1301,0,0.0179,0.0061,490,UPI,0.9991,normal,legitimate
a1b65dd4-f085-6ca5-5689-81b38963b31d,2026-07-29T03:56:32.038288Z,3338.86,0.0658,6,0.2911,0.023,980,UPI,0.8892,legitimate_but_unusual,legitimate
8e26d10d-6348-7b1d-80f8-8bdd9523fc3f,2026-08-01T19:25:46.112316Z,110.58,0.7273,1,0.8552,0.1772,510,netbanking,0.5158,borderline,legitimate
db362ff8-4a70-daea-03e0-91dd4e575b01,2026-07-31T19:10:57.868787Z,260.67,0.0703,0,0.1477,0.037,535,UPI,0.9267,normal,legitimate
c9a939e7-7744-ccd1-bc2e-be7d2da08431,2026-07-26T23:11:06.229448Z,2055.45,0.8018,8,0.9431,0.6547,25,card,0.3011,fraud,fraud
a9c7221e-4697-a139-9a3d-86ea9bcd720f,2026-08-20T22:44:16.257785Z,974.73,0.7597,4,0.9073,0.2541,89,UPI,0.4136,suspicious,fraud
706413b8-ba60-b6b8-262b-104ce77a439c,2026-08-03T16:47:19.443866Z,482.35,0.0646,0,0.0799,0.0707,576,UPI,0.9011,normal,legitimate
d0471ad0-c4ea-ca88-5e7f-edff8426fabf,2026-07-30T09:16:24.408943Z,830.14,0.1107,0,0.1397,0.0177,97,UPI,0.8607,normal,legitimate
8679b1a0-b244-05bb-c75f-bc55297a97b1,2026-08-01T13:02:05.348544Z,173.84,0.0125,0,0.2434,0.0245,233,UPI,0.8567,normal,legitimate
35a3638b-c6c1-29a6-5866-7901d4ca1054,2026-08-09T15:35:55.488168Z,597.05,0.1613,0,0.0496,0.0164,187,UPI,0.8803,normal,legitimate
381517bb-a450-967e-3949-36fb14d8c3fa,2026-08-15T00:23:07.433273Z,448.61,0.0091,0,0.0276,0.0127,414,card,0.9038,normal,legitimate
40c3ef06-38b1-3d8d-f62a-d33842d7fe40,2026-08-02T18:08:08.337703Z,666.33,0.2166,0,0.0123,0.0009,42,card,0.9813,normal,legitimate
bd55883a-c011-d3e0-7093-f4abe7b1cac1,2026-07-30T11:35:26.092198Z,264.35,0.0592,2,0.034,0.0334,850,wallet,0.8696,normal,legitimate
2b5e1f32-1c51-2246-8ca9-c1110b50ef36,2026-07-28T13:54:40.123362Z,1031.29,0.0042,0,0.1159,0.0477,886,netbanking,0.8597,normal,legitimate
be222c4c-7546-1e1b-1248-a5901640cd26,2026-08-13T17:11:13.463167Z,644.0,0.1517,0,0.1152,0.0296,1054,netbanking,0.9617,normal,legitimate
df2a4ef3-0f2b-d00e-c753-e8e36561ff64,2026-07-29T23:03:44.438876Z,1170.6,0.2184,0,0.134,0.0169,798,UPI,0.861,normal,legitimate
caf86b2d-ff70-ef51-55e2-868b95e2d0c0,2026-08-13T12:14:16.645891Z,238.17,0.2254,1,0.1914,0.0427,305,UPI,0.9863,normal,legitimate
4d7ce6b8-1f25-6b9a-77ec-0edb2dbb8dce,2026-08-02T20:05:49.785621Z,1963.4,0.1897,0,0.1831,0.0072,835,card,0.8605,normal,legitimate
c0ca8b58-15e0-d30e-d951-f49e772c1f13,2026-08-05T23:29:03.164603Z,198.11,0.0609,0,0.0413,0.0181,869,UPI,0.8728,normal,legitimate
8f865bed-1d3e-ed61-ec80-113c161dad1e,2026-08-11T02:18:59.047093Z,1142.62,0.2289,1,0.2277,0.0025,1198,UPI,0.8737,normal,legitimate
67ccae16-166e-2b66-082d-d57c215320b9,2026-08-20T12:50:17.721386Z,280.46,0.155,0,0.097,0.0896,337,UPI,0.9045,normal,legitimate
77deae48-a776-d8f1-5c27-0ea1d8c8fbe9,2026-08-11T02:47:52.275053Z,2537.08,0.8002,0,0.0223,0.0925,102,card,0.6739,borderline,fraud
44d889bb-375d-d77b-2055-0637f9e61845,2026-08-03T19:05:46.753448Z,274.01,0.1899,0,0.1812,0.0032,385,UPI,0.9745,normal,legitimate
f5a490e9-7c52-f15b-0bf5-ed3582ce4362,2026-08-08T01:08:06.400400Z,206.4,0.2067,1,0.0845,0.0377,553,UPI,0.8791,normal,legitimate
aab37f39-baa3-6808-6b13-d373faf2a9e9,2026-08-02T05:05:44.033681Z,423.56,0.1884,0,0.1773,0.0484,45,UPI,0.9647,normal,legitimate
471c121d-26e6-ad05-9938-ecabf9c0877f,2026-07-30T13:28:28.712122Z,1096.27,0.2075,0,0.0535,0.12,504,UPI,0.8716,normal,legitimate
f6565507-42cc-20d1-28df-e99d9c2e2e8e,2026-08-06T22:36:03.470842Z,4587.35,0.9669,6,0.9612,0.1004,105,card,0.5366,suspicious,legitimate
1b6ffda8-c6ac-1adb-eaa2-88a1b7974d1b,2026-08-15T16:10:08.476091Z,54430.19,0.948,5,0.7949,0.7089,32,UPI,0.219,fraud,fraud
80e2f54c-4d95-0c5f-2387-d1aa5e527aab,2026-08-03T08:43:06.604844Z,13601.1,0.8116,3,0.9656,0.1923,17,UPI,0.7456,suspicious,legitimate
f5b9bab2-bedb-4508-909c-3d89c8949e47,2026-07-30T00:52:50.823828Z,1101.01,0.0406,1,0.0492,0.0134,348,UPI,0.9625,normal,legitimate
8121aa58-861f-3877-d1ec-d158da21187b,2026-08-02T04:17:38.670819Z,2174.24,0.1255,1,0.0866,0.1009,549,UPI,0.8728,normal,legitimate
c4698413-85dd-f39e-25fd-52463daebced,2026-08-23T06:24:17.331461Z,1913.57,0.0758,0,0.1921,0.0214,193,UPI,0.9601,normal,legitimate
9c14f750-9ba2-4eee-8a9e-151a7892a3d3,2026-08-21T10:58:49.635880Z,989.23,0.2005,0,0.1127,0.0243,411,UPI,0.8554,normal,legitimate
ded46974-b7dc-1441-ee19-fe83aa199085,2026-08-08T19:37:10.725781Z,877.36,0.2334,2,0.1189,0.0227,331,netbanking,0.8686,normal,legitimate
fcc43c2f-b356-7bfc-ceea-97352e015e89,2026-07-31T06:06:00.501907Z,903.46,0.1016,2,0.2015,0.0274,424,UPI,0.8889,normal,legitimate
76be82dc-26c0-17e1-f029-b5d80b932842,2026-08-13T10:37:03.504906Z,1629.67,0.0062,1,0.1888,0.0127,154,UPI,0.85,normal,legitimate
e4fb9c3f-9a7d-50c7-b643-73be2009a424,2026-08-01T15:20:39.495727Z,657.0,0.0042,0,0.2145,0.0195,155,UPI,0.9317,normal,legitimate
eeecd172-9ef9-f431-e212-f487e54eb508,2026-07-24T23:53:44.019519Z,1366.84,0.9475,0,0.1106,0.1188,455,card,0.8665,borderline,legitimate
8cec2b11-dda3-b665-d668-fdbfb209426d,2026-08-02T10:59:36.060711Z,967.05,0.0657,0,0.0755,0.0448,307,card,0.8537,normal,legitimate
36f1550c-d90e-dcb3-911b-75f78f67560f,2026-07-31T15:18:10.766695Z,752.1,0.2801,4,0.086,0.0651,612,UPI,0.8429,legitimate_but_unusual,legitimate
660dde6b-53d1-c385-8431-d2bc402a76bb,2026-08-04T17:57:53.077600Z,1029.51,0.1349,0,0.0428,0.0557,940,card,0.9214,normal,legitimate
0b805461-8454-2426-e13f-19662fd1d086,2026-08-09T21:51:46.280167Z,594.11,0.0094,0,0.0337,0.0482,664,UPI,0.8561,normal,legitimate
8fdcb14f-69c0-f116-a3d5-3e9c9dfab6b7,2026-08-10T03:56:56.740263Z,1947.18,0.1455,0,0.2051,0.0071,1046,UPI,0.9926,normal,legitimate
f3ca1c59-38ef-50a4-7d4e-2a5f0b181692,2026-08-22T14:15:55.433464Z,590.58,0.1352,0,0.0607,0.0004,545,UPI,0.8606,normal,legitimate
a7d35d97-8ef7-9e9b-940a-2566ae2d1a61,2026-08-02T01:23:04.904388Z,2129.06,0.1567,0,0.0101,0.0949,834,wallet,0.8553,normal,legitimate
8ca0a42d-c0fb-9b7e-eff0-69e823e11e7c,2026-07-30T23:31:44.771235Z,1185.8,0.0853,3,0.1308,0.0843,88,card,0.6638,borderline,fraud
2c3146f8-96db-ad3c-2e8d-2b741e99133c,2026-08-08T08:37:31.706811Z,177.69,0.217,1,0.1283,0.0366,253,UPI,0.956,normal,legitimate
8e136977-7669-a19e-c191-6593bca5a6de,2026-08-19T17:36:05.812827Z,308.25,0.0673,5,0.8151,0.1671,117,UPI,0.7195,borderline,fraud
d9c87138-a843-6709-f06a-ba2ff9a90ff5,2026-08-05T02:55:11.908937Z,1491.93,0.1563,1,0.0614,0.0061,1196,UPI,0.9174,normal,legitimate
f28f7f81-96b5-9226-5750-38d72b74a657,2026-08-13T14:23:34.378007Z,1078.56,0.1673,0,0.1582,0.0529,56,card,0.8987,normal,legitimate
5c040f72-07aa-387b-ab2d-8d35ec01cee5,2026-08-23T08:12:47.440843Z,1482.11,0.0078,0,0.005,0.0012,753,card,0.8533,normal,legitimate
e3ef3dc8-84ad-ac2b-b84e-a69d6f7cd996,2026-07-30T04:52:09.862267Z,2411.89,0.7352,0,0.1359,0.0653,427,UPI,0.7368,borderline,fraud
c30da2e9-0322-ada0-7af7-4d96af522565,2026-08-17T23:30:48.836490Z,3260.82,0.131,5,0.3756,0.0668,564,wallet,0.963,legitimate_but_unusual,legitimate
f57abd94-7df5-0c29-565e-23804122103d,2026-08-09T06:00:54.508061Z,1206.49,0.9601,3,0.7977,0.2806,43,UPI,0.3316,suspicious,fraud
64d603f1-0b95-3da0-429f-d762407e07d2,2026-07-28T12:18:03.941841Z,688.33,0.149,1,0.2213,0.0686,107,UPI,0.9569,normal,legitimate
fb839666-0f65-7d02-ae5d-e8dc190484ac,2026-08-18T07:26:48.691883Z,92344.09,0.4865,0,0.1245,0.0975,655,card,0.8213,legitimate_but_unusual,legitimate
c73159e8-bceb-c2ab-f4d7-cab66ca41742,2026-08-18T05:23:58.636639Z,772.56,0.0701,2,0.2082,0.0196,244,card,0.9004,normal,legitimate
af89da7d-54d9-91ce-2672-35796366a758,2026-07-28T03:19:18.800366Z,127.09,0.1583,0,0.0983,0.0181,543,UPI,0.9152,normal,legitimate
ea8e26a2-2af0-6394-ef2e-7a3dcaaf7057,2026-07-30T22:22:40.249093Z,467.82,0.1231,0,0.066,0.0254,801,UPI,0.8732,normal,legitimate
4b65b4dc-a970-1109-0872-3ccfceb53c54,2026-08-05T08:53:04.122251Z,393.77,0.0753,0,0.1299,0.0295,199,wallet,0.9306,normal,legitimate
e67c1f1d-3d69-47d2-5691-1a7aad4dfeab,2026-08-03T16:37:40.253368Z,1529.57,0.8943,4,0.8413,0.2475,22,UPI,0.4473,suspicious,fraud
c1d7444f-2b4e-b450-f3f5-929604bf2432,2026-08-01T07:24:36.292667Z,91199.8,0.5442,2,0.0758,0.0595,938,UPI,0.8941,legitimate_but_unusual,legitimate
6fc70840-0bbe-996c-a826-875037cdb53a,2026-08-06T03:23:40.576259Z,152.41,0.9175,0,0.1172,0.1447,177,UPI,0.5277,borderline,fraud
43b68ef6-ac9c-7814-bbf7-ad8c0b5cd7c6,2026-08-11T19:08:14.648050Z,405.82,0.1379,0,0.0769,0.0019,132,UPI,0.9148,normal,legitimate
1fa73d9e-2168-010c-5b8d-b05b5eb8c744,2026-07-30T13:16:27.624183Z,172.2,0.157,0,0.1244,0.0302,463,UPI,0.9901,normal,legitimate
593681ec-3cca-6beb-c403-afa2f3297c87,2026-08-22T23:09:02.124575Z,1006.22,0.7721,4,0.9111,0.3387,198,UPI,0.4098,suspicious,fraud
13322a2a-9924-7b8b-7ef9-8854432428c2,2026-08-15T11:46:45.899261Z,418.0,0.1598,1,0.0744,0.0246,237,UPI,0.9578,normal,legitimate
53ef3961-69cb-1803-3f27-389998ec4db4,2026-08-20T23:08:18.631968Z,275.68,0.9173,5,0.1306,0.1907,249,UPI,0.598,borderline,fraud
165463bf-3e92-5170-8e48-b280e023d693,2026-08-01T09:57:17.780001Z,3441.23,0.0502,0,0.0658,0.0646,391,card,0.8833,normal,legitimate
4f7b599d-1f84-e288-077d-8eb070980d55,2026-08-10T01:04:51.281801Z,5184.51,0.9,0,0.2112,0.1216,332,netbanking,0.5845,borderline,legitimate
07a72fac-9c5a-fa27-5f9d-997165350c3c,2026-08-09T00:24:43.761502Z,1419.61,0.1274,1,0.117,0.031,882,card,0.9975,normal,legitimate
481628fa-a0ec-cedd-a81e-2b6858544bfe,2026-08-09T09:55:39.992447Z,1660.82,0.1272,1,0.0671,0.0146,15,UPI,0.8882,normal,legitimate
886f633a-19cc-32cb-0892-48360ef787a5,2026-08-10T11:38:40.749047Z,509.77,0.2069,1,0.1995,0.061,808,UPI,0.9478,normal,legitimate
a70b0257-d97b-e770-b650-8ab9d65b8c67,2026-08-04T09:30:26.335951Z,1124.02,0.0663,1,0.1109,0.0047,1181,UPI,0.9349,normal,legitimate
4adbc22f-bdcd-7f16-3dff-fb485d294dce,2026-07-31T16:35:31.178158Z,865.59,0.0973,0,0.0965,0.0003,944,UPI,0.9072,normal,legitimate
7c39c22c-b3bd-4951-822b-a880e289eaf3,2026-08-11T18:03:33.409126Z,337.65,0.1348,0,0.2287,0.0065,513,card,0.9314,normal,legitimate
03cbd292-86a3-7cce-6c81-bff4a2d0fa79,2026-08-20T02:54:09.214291Z,650.8,0.2329,2,0.0405,0.0811,246,UPI,0.9141,normal,legitimate
0b2d13cb-8139-812a-064b-17514f930c9d,2026-08-15T19:58:54.643159Z,441.24,0.0802,2,0.0366,0.12,926,card,0.8946,normal,legitimate
c135c2c2-d622-fd9a-2787-df211d077c3e,2026-08-14T21:23:57.857896Z,39889.93,0.2926,2,0.3839,0.0119,344,card,0.8554,legitimate_but_unusual,legitimate
320f889b-86a2-28ae-1478-a72b48eb5373,2026-07-24T21:47:02.328782Z,210.73,0.2097,1,0.012,0.0023,1026,card,0.8715,normal,legitimate
feb9fa87-2465-2b3b-1364-c5ef19013c0d,2026-08-08T15:53:40.180897Z,159.34,0.0918,1,0.2028,0.0931,934,UPI,0.9598,normal,legitimate
8446ddf4-9340-3282-1459-cdbce7703963,2026-08-13T01:30:43.465303Z,1629.7,0.0503,0,0.0663,0.0318,178,UPI,0.9114,normal,legitimate
9301241d-3127-c736-586a-809d9a464bef,2026-08-05T10:57:54.154876Z,1822.71,0.0962,1,0.011,0.4784,396,UPI,0.8062,merchant_anomaly,legitimate
c3888557-1d0a-c14a-f2a6-27f569c47ca1,2026-07-26T01:28:50.520075Z,722.24,0.1692,1,0.922,0.0484,359,card,0.8568,borderline,legitimate
86954fa9-f2e9-a9c8-1bfa-682f32e2d65a,2026-08-13T04:58:32.054376Z,806.29,0.0025,1,0.1263,0.0335,599,UPI,0.9074,normal,legitimate
f5d6ac23-1545-22a5-eafc-bdd5edc9f46b,2026-08-03T08:12:44.987388Z,111.35,0.1985,0,0.1738,0.021,365,card,0.9779,normal,legitimate
f7349f32-9dda-f13b-8c6c-9c708e83e916,2026-08-04T12:08:53.873346Z,906.58,0.1197,0,0.1713,0.7755,278,card,0.8423,merchant_anomaly,legitimate
0c1639c0-16a9-6abd-d8b8-29c1620bfd3c,2026-07-29T03:08:54.433882Z,2638.5,0.0409,1,0.1638,0.0071,1136,UPI,0.8691,normal,legitimate
449b4f7c-9d1b-7e3a-77a5-0c07574d3afa,2026-08-19T00:07:09.516041Z,3119.41,0.1849,0,0.2035,0.0575,877,wallet,0.9859,normal,legitimate
a0ab0524-dbe8-1d99-804c-b733f6d38b08,2026-08-15T20:52:28.831587Z,1140.5,0.1045,0,0.0641,0.0826,890,UPI,0.9237,normal,legitimate
19687ce4-33f3-312a-5c5a-81719541ab2b,2026-08-17T16:32:49.613327Z,395.22,0.0559,0,0.2334,0.0081,216,UPI,0.8823,normal,legitimate
e8392db5-add2-a3b0-f18c-ec0f192baab0,2026-08-23T00:00:32.844541Z,627.95,0.0097,0,0.1539,0.0606,575,UPI,0.8674,normal,legitimate
23b2e4f4-d45a-6e03-9d3b-a71197056248,2026-08-14T16:39:49.828799Z,242.7,0.2302,1,0.1221,0.0499,815,UPI,0.9234,normal,legitimate
4b72c707-dac3-f41c-47a7-52ee5891a6cb,2026-08-09T03:50:30.087462Z,763.57,0.1022,0,0.1503,0.0065,278,UPI,0.8891,normal,legitimate
0a70ff41-8bf3-1602-a71d-0b962f0cf2bb,2026-07-28T14:03:09.599473Z,6192.96,0.8853,8,0.827,0.7338,73,card,0.0527,fraud,fraud
67833f70-084b-2d23-00b9-6b96cf577170,2026-08-11T17:05:32.667505Z,964.02,0.0408,5,0.1781,0.0309,773,netbanking,0.8862,legitimate_but_unusual,legitimate
a33c8db7-a506-e4b5-26e8-9019f67fe735,2026-08-13T02:57:53.126734Z,1054.86,0.9735,8,0.8981,0.8701,1,card,0.3374,fraud,fraud
cc0beaae-1ba3-fce4-c44f-7d13cc53d1fd,2026-08-05T11:31:07.143718Z,452.61,0.2466,0,0.1841,0.0161,216,UPI,0.9655,normal,legitimate
